activity_id,molregno,assay_id,doc_id,standard_type,standard_relation,standard_value,standard_units,pchembl_value,activity_comment,data_validity_comment,compound_chembl_id,compound_name,max_phase,molecule_type,first_approval,mw_freebase,alogp,hba,hbd,psa,rtb,ro3_pass,num_ro5_violations,molecular_species,full_mwt,aromatic_rings,heavy_atoms,num_alerts,assay_type,assay_organism,assay_tissue,assay_cell_type,assay_subcellular_fraction,target_chembl_id,target_name,target_type,target_organism
4932,4934,785,433,Ki,=,4.883261834394334,nM,7.139937673642292,,,CHEMBL4434,,1,Small molecule,,405.2167827118209,2.659707996159228,1,6,56.94362741900518,15,Y,0,NEUTRAL,340.41756490250884,3,42,2,A,Homo sapiens,,,,CHEMBL4205,Vascular endothelial growth factor receptor 2,CELL-LINE,Homo sapiens
4933,4927,512,57,Ki,<,29.381843253190436,nM,4.648600509007296,,,CHEMBL3561,Compound_4932,0,Small molecule,,456.74149831393885,2.637506140729879,14,3,94.11009006203363,15,N,1,ZWITTERION,347.7484757125886,1,21,0,B,Homo sapiens,,,,CHEMBL938,Acetylcholinesterase,SINGLE PROTEIN,Homo sapiens
4934,1188,854,144,IC50,=,24.213132857905883,nM,8.81689170083639,,,CHEMBL3703,Compound_4933,1,Oligosaccharide,,477.54168701825006,1.685336996869077,12,5,59.111487737975835,12,Y,1,NEUTRAL,277.4610841307074,1,49,1,P,Homo sapiens,,,,CHEMBL1900,Matrix metalloproteinase-9,SINGLE PROTEIN,Mus musculus
4935,3970,726,356,Ki,=,5.066724359947012,nM,8.702466685389808,,,CHEMBL4378,Compound_4934,0,Small molecule,,456.16167498517274,1.5406383233248129,6,0,128.64876293110987,1,Y,0,BASE,416.5669087689645,1,20,0,F,Homo sapiens,,,,CHEMBL3296,Vascular endothelial growth factor receptor 2,SINGLE PROTEIN,Homo sapiens
4936,2966,886,331,IC50,=,4.808357173770841,nM,8.019154264912942,,,CHEMBL1422,,0,Small molecule,,362.3522477416974,2.406287629572104,1,7,108.9637231131145,15,Y,1,ACID,258.6087559778679,2,72,0,F,Homo sapiens,,,,CHEMBL4976,Cannabinoid CB1 receptor,CELL-LINE,Homo sapiens
4937,4320,576,392,IC50,=,12.454562108748982,nM,7.188639162896009,,,CHEMBL3318,,0,Small molecule,,449.4343018859136,2.0799685735327733,6,7,91.6259058199409,12,Y,0,BASE,243.8232562293779,4,34,1,B,Homo sapiens,,,,CHEMBL583,Epidermal growth factor receptor,SINGLE PROTEIN,Mus musculus
4938,784,524,67,Ki,<,19.718929059077215,nM,6.339301632743302,,,CHEMBL1961,Compound_4937,0,Small molecule,,398.705683506322,1.4334295549057339,7,2,95.23055378419903,19,Y,0,ZWITTERION,330.4812401756104,4,63,0,A,Rattus norvegicus,,,,CHEMBL1492,Acetylcholinesterase,SINGLE PROTEIN,Homo sapiens
4939,950,722,275,EC50,=,0.653672701306549,nM,8.095920149536251,,,CHEMBL3206,,4,Protein,,535.1395082579866,4.988465192799461,3,3,101.89918484560178,5,N,0,NEUTRAL,326.04273867160924,2,65,0,P,Mus musculus,,,,CHEMBL4218,Cyclin-dependent kinase 2,PROTEIN COMPLEX,Mus musculus
4940,3940,312,494,Ki,=,191.4020704908697,nM,8.690914524181041,,,CHEMBL1251,,0,Small molecule,,318.8721233220036,1.6874344761120548,6,0,55.68055176974191,5,Y,0,BASE,438.16275891981786,4,70,0,P,Homo sapiens,,,,CHEMBL3814,Acetylcholinesterase,SINGLE PROTEIN,Mus musculus
4941,45,174,105,IC50,<,7.42563829110217,nM,8.85155447442389,,,CHEMBL2020,Compound_4940,3,Small molecule,,343.99794956682354,2.791221948292016,7,6,56.385147292847364,6,Y,0,NEUTRAL,222.3882054654105,2,48,0,A,Rattus norvegicus,,,,CHEMBL2052,Vascular endothelial growth factor receptor 2,SINGLE PROTEIN,Homo sapiens
4942,1811,431,451,IC50,=,11.01145238133232,nM,6.085484384805099,,,CHEMBL1164,Compound_4941,1,Small molecule,,283.0475627236519,4.838684942711267,8,1,54.1213909337563,16,Y,2,BASE,460.0904639930121,3,67,0,U,Mus musculus,,,,CHEMBL4060,Epidermal growth factor receptor,PROTEIN FAMILY,Homo sapiens
4943,4567,768,420,IC50,>,28.649497883591515,nM,5.163692730411473,,,CHEMBL2040,,0,Small molecule,,314.2768324760521,1.910957651106222,12,5,46.271369528194086,2,N,0,NEUTRAL,461.35932895721146,1,18,1,P,,,,,CHEMBL4753,Dopamine D2 receptor,SINGLE PROTEIN,Homo sapiens
4944,2082,463,473,Ki,=,11.769658566839752,nM,6.050985761546288,,,CHEMBL1784,,3,Small molecule,,236.4256623260207,1.0587599084499189,11,4,88.4946148085612,3,Y,0,NEUTRAL,477.3239352376371,4,12,0,P,Homo sapiens,,,,CHEMBL2131,Histone deacetylase 1,PROTEIN FAMILY,Homo sapiens
4945,3499,101,188,IC50,=,196.11972589034244,nM,4.0463510501239615,,,CHEMBL1379,Compound_4944,3,Small molecule,,324.9459769458394,2.025818770126474,13,3,55.41862673508845,10,N,2,NEUTRAL,242.55299509649961,4,51,0,B,Rattus norvegicus,,,,CHEMBL3872,Serotonin transporter,SINGLE PROTEIN,Homo sapiens
4946,830,16,164,Ki,=,11.375211540169479,nM,6.539363990937657,,,CHEMBL4745,,2,Small molecule,,491.95083251555945,2.291133606511863,7,2,139.3439395268378,6,N,0,NEUTRAL,261.23029908213755,5,59,0,B,Rattus norvegicus,,,,CHEMBL2882,Acetylcholinesterase,SINGLE PROTEIN,Homo sapiens
4947,1910,709,267,Ki,<,6.255375155055451,nM,5.640892493671971,,,CHEMBL955,,0,Small molecule,,160.51021945505403,3.719039800168784,11,1,62.16416054371485,6,Y,2,ACID,424.7735078961938,2,30,0,B,Homo sapiens,,,,CHEMBL466,Acetylcholinesterase,CELL-LINE,Homo sapiens
4948,2582,258,51,EC50,<,69.40334943037884,nM,8.740239549255133,,,CHEMBL2412,Compound_4947,3,Protein,,403.2916639640988,1.6518844146500011,5,5,94.99853672956556,11,Y,1,ZWITTERION,603.7382341212884,3,54,0,F,Homo sapiens,,,,CHEMBL3731,Cannabinoid CB1 receptor,SINGLE PROTEIN,Mus musculus
4949,692,896,126,Kd,<,91.85440508740552,nM,8.048874039363767,,,CHEMBL3494,,0,Small molecule,,417.4474474449424,0.9911551405816006,0,1,76.0155418370101,7,N,0,NEUTRAL,364.58424391260434,2,25,2,P,Mus musculus,,,,CHEMBL4148,Tyrosine-protein kinase ABL1,PROTEIN COMPLEX,Homo sapiens
4950,4020,244,80,Kd,=,3000.1953675792406,nM,4.155907226389202,,,CHEMBL3078,Compound_4949,0,Oligosaccharide,,375.5309300376099,2.0806344812046973,13,7,83.95228084024035,7,Y,0,NEUTRAL,409.3006052096996,5,23,0,U,Homo sapiens,,,,CHEMBL3944,Matrix metalloproteinase-9,SINGLE PROTEIN,Homo sapiens
4951,932,348,183,Kd,=,0.4534358479450104,nM,4.865721330130848,,,CHEMBL4952,Compound_4950,3,Small molecule,,419.9606107685682,3.8629901307789423,12,5,77.69835853455206,15,Y,0,NEUTRAL,257.11921330216586,1,66,1,F,Homo sapiens,,,,CHEMBL867,Cyclin-dependent kinase 2,SINGLE PROTEIN,Mus musculus
4952,4937,249,310,Ki,=,23.401296266313658,nM,7.253148034319356,,,CHEMBL4682,,0,Small molecule,,371.2434128594117,3.2683697676101167,8,5,83.39524939393601,3,Y,0,BASE,384.7720444289416,4,60,0,B,Mus musculus,,,,CHEMBL4110,Histone deacetylase 1,SINGLE PROTEIN,Homo sapiens
4953,3407,105,17,IC50,>,78.39555033036591,nM,7.708583723077808,,,CHEMBL3899,Compound_4952,2,Small molecule,,316.51520025380876,4.373134900283039,6,5,51.46053864797844,14,N,0,NEUTRAL,351.89658625659973,3,29,0,B,,,,,CHEMBL2465,Serotonin transporter,PROTEIN COMPLEX,Homo sapiens
4954,148,694,446,EC50,=,3.25479555403537,nM,8.613277201854714,,,CHEMBL3797,,1,Small molecule,,269.43506676457315,3.3858282867819147,6,1,44.134970489150724,2,Y,0,BASE,427.88946183726205,1,17,2,U,Mus musculus,,,,CHEMBL4458,Serotonin transporter,PROTEIN COMPLEX,Homo sapiens
4955,1033,667,170,Ki,=,334.3171615618512,nM,9.809714326112914,,,CHEMBL2754,Compound_4954,1,Protein,,286.43352259268704,1.7823640376750578,14,0,67.46570116610532,18,Y,0,ZWITTERION,449.3193219429303,0,20,0,F,,,,,CHEMBL4430,Matrix metalloproteinase-9,SINGLE PROTEIN,Homo sapiens
4956,1312,287,280,IC50,=,5.108569892876622,nM,8.211518337633837,,,CHEMBL1364,Compound_4955,2,Small molecule,,409.5569645642504,3.59972290712928,0,5,39.880782594564266,16,N,0,NEUTRAL,408.47096077894787,1,53,0,P,Homo sapiens,,,,CHEMBL586,Dopamine D2 receptor,PROTEIN COMPLEX,Homo sapiens
4957,388,169,401,Ki,=,25.452816538453558,nM,7.269380991597927,,,CHEMBL2940,Compound_4956,0,Small molecule,,459.3650907596964,3.900672428930908,6,4,39.9323303884557,13,Y,0,NEUTRAL,309.2177985535248,5,55,1,F,Mus musculus,,,,CHEMBL2061,Tyrosine-protein kinase ABL1,CELL-LINE,
4958,3122,420,304,EC50,=,176.80667180592,nM,6.486551813899201,,,CHEMBL4538,,1,Protein,,394.374461453318,3.3430491271883165,4,2,50.97611473169632,4,N,0,ACID,259.1806667373579,2,76,1,B,Homo sapiens,,,,CHEMBL2593,Acetylcholinesterase,SINGLE PROTEIN,Homo sapiens
4959,1874,47,340,IC50,=,2.258046550994554,nM,8.429157785229183,,,CHEMBL2785,,1,Small molecule,,362.30812672060534,3.2008429067892257,10,6,89.5099428673113,18,Y,0,NEUTRAL,468.6609351123142,4,77,0,F,Homo sapiens,,,,CHEMBL4403,Dopamine D2 receptor,SINGLE PROTEIN,Homo sapiens
4960,3589,43,214,EC50,=,15.393444838996773,nM,9.608508380628718,,,CHEMBL3890,,3,Small molecule,,200.0,5.181462494547139,1,2,62.07916848875779,10,Y,0,ACID,419.4303462980324,1,12,0,A,Homo sapiens,,,,CHEMBL1347,Cyclin-dependent kinase 2,SINGLE PROTEIN,Mus musculus
4961,916,321,198,IC50,=,93.27689992589039,nM,6.537455454554612,,,CHEMBL392,,1,Small molecule,,412.49297951253095,0.8701211152645838,10,0,79.55926650236857,2,N,0,NEUTRAL,484.1295791166107,2,39,0,B,Mus musculus,,,,CHEMBL2911,Cannabinoid CB1 receptor,SINGLE PROTEIN,Mus musculus
4962,1879,818,7,IC50,>,27.15919498627697,nM,7.507796570294546,,,CHEMBL1912,,4,Small molecule,,558.7196901764796,1.7537148389603636,4,3,111.7449419804844,3,Y,0,ACID,335.389160918281,3,57,0,B,Homo sapiens,,,,CHEMBL1626,Acetylcholinesterase,SINGLE PROTEIN,Mus musculus
4963,3749,221,398,Kd,=,76.48898224624035,nM,5.242206425307066,,,CHEMBL4197,,4,Small molecule,,224.74885968049358,1.6684085447485333,2,0,33.53729612815629,3,N,0,BASE,206.84723167747737,2,44,0,F,Homo sapiens,,,,CHEMBL1527,Acetylcholinesterase,SINGLE PROTEIN,Homo sapiens
4964,278,513,11,EC50,<=,99.38037166507604,nM,9.14480142392322,,,CHEMBL1855,,3,Small molecule,,405.85135077884865,1.1453409695634917,12,0,130.1680703272909,16,Y,0,NEUTRAL,160.0,3,71,0,F,Mus musculus,,,,CHEMBL4415,Cyclin-dependent kinase 2,SINGLE PROTEIN,Homo sapiens
4965,1978,712,12,EC50,>,6.973979949599417,nM,8.28116040679478,,,CHEMBL3487,Compound_4964,3,Small molecule,,369.8209762896693,5.233926832612319,2,6,112.4579876719251,0,Y,0,NEUTRAL,197.8938281371954,2,17,1,F,,,,,CHEMBL1942,Matrix metalloproteinase-9,SINGLE PROTEIN,Homo sapiens
4966,1860,441,110,IC50,=,511.56110779751,nM,6.128243437613282,,,CHEMBL4155,,3,Small molecule,,340.847845574075,1.28759460278552,10,0,91.4076026974886,2,Y,0,ACID,273.70384078505776,1,16,0,F,Homo sapiens,,,,CHEMBL2746,Histone deacetylase 1,PROTEIN COMPLEX,Homo sapiens
4967,3037,144,133,EC50,=,3.7398700988203264,nM,9.24428612527947,,,CHEMBL210,,2,Small molecule,,272.7021503286809,3.076541432961178,11,1,119.03958259468416,16,Y,0,NEUTRAL,340.6843562137183,2,76,1,B,,,,,CHEMBL2309,Tyrosine-protein kinase ABL1,PROTEIN FAMILY,
4968,3372,890,389,IC50,=,303.07102005451344,nM,9.825082140825124,,,CHEMBL602,,3,Small molecule,,376.1104596873174,2.4592847339183757,1,1,73.46618983244188,11,Y,0,NEUTRAL,320.88387822379093,3,56,1,F,Homo sapiens,,,,CHEMBL3369,Histone deacetylase 1,SINGLE PROTEIN,Homo sapiens
4969,4714,28,128,Ki,=,40.57253416689611,nM,5.731120055275444,,,CHEMBL2099,Compound_4968,2,Small molecule,,385.3526854109632,4.540106177440247,5,1,27.22616005525026,10,N,0,ACID,386.35318867401526,2,18,1,F,Mus musculus,,,,CHEMBL4956,Serotonin transporter,SINGLE PROTEIN,Homo sapiens
4970,2183,854,148,Kd,=,5.856004245683775,nM,5.11977706793895,,,CHEMBL1977,Compound_4969,4,Small molecule,,358.23144483288837,4.126390347034344,6,0,112.0550414426802,15,Y,0,ACID,200.35599377422798,2,11,1,B,Homo sapiens,,,,CHEMBL4813,Tyrosine-protein kinase ABL1,SINGLE PROTEIN,Homo sapiens
4971,4676,850,54,Kd,=,3.578677223595077,nM,8.991353017506476,,,CHEMBL2949,Compound_4970,3,Small molecule,,391.42368532644105,-0.23238678964173998,13,1,46.451326891614286,19,Y,0,NEUTRAL,457.32633758603356,2,59,0,B,Homo sapiens,,,,CHEMBL1445,Serotonin transporter,SINGLE PROTEIN,Homo sapiens
4972,1171,790,311,IC50,=,35.228325842580894,nM,7.494582148049391,,,CHEMBL4597,Compound_4971,2,Small molecule,,433.47128933116915,0.597545129600465,8,6,94.00687125313387,15,N,0,NEUTRAL,518.490017836716,2,64,1,F,,,,,CHEMBL2823,Serotonin transporter,SINGLE PROTEIN,Homo sapiens
4973,490,553,442,EC50,=,12.93853314560491,nM,9.306209560214693,,,CHEMBL1729,Compound_4972,1,Small molecule,,200.0,1.266388685536246,3,7,37.034747483319435,1,Y,0,ACID,379.7888408977959,2,75,0,F,Homo sapiens,,,,CHEMBL1031,Cyclin-dependent kinase 2,CELL-LINE,Homo sapiens
4974,2526,844,79,Kd,=,53.34189613934133,nM,6.085107351342751,,,CHEMBL3212,,0,Small molecule,,466.77508779001766,1.8100663057700461,6,0,88.55280634660204,4,N,3,BASE,316.454953049768,2,41,0,F,Homo sapiens,,,,CHEMBL3782,Cyclin-dependent kinase 2,SINGLE PROTEIN,Homo sapiens
4975,1183,659,346,IC50,<=,12.76735844601655,nM,7.487524591146886,,,CHEMBL308,,0,Small molecule,,398.30555248275436,2.1020595337740557,14,5,26.172757356676513,7,Y,0,ZWITTERION,351.94481025685593,2,52,0,F,Homo sapiens,,,,CHEMBL3201,Vascular endothelial growth factor receptor 2,PROTEIN COMPLEX,Mus musculus
4976,4480,857,97,IC50,=,23.331407804774162,nM,7.463271570168287,,,CHEMBL2924,,0,Small molecule,,362.985163449277,1.0220003816410874,12,4,38.38593370710361,17,Y,0,NEUTRAL,520.2254486322674,2,45,0,F,Homo sapiens,,,,CHEMBL2087,Dopamine D2 receptor,SINGLE PROTEIN,Mus musculus
4977,4259,690,249,Kd,=,55.90309752418775,nM,5.129391026641853,,,CHEMBL473,Compound_4976,3,Small molecule,,365.6742307365053,2.4718706476159165,7,6,73.66416328228878,14,N,0,ACID,462.76359481363613,0,41,0,A,Homo sapiens,,,,CHEMBL2439,Cyclin-dependent kinase 2,SINGLE PROTEIN,Homo sapiens
4978,2489,827,127,Ki,=,17.71560273819443,nM,9.95159017961867,,,CHEMBL1471,Compound_4977,4,Oligosaccharide,,600.0,5.67800144281269,4,1,79.97015664388434,14,Y,0,NEUTRAL,450.7117908447199,4,16,0,B,Rattus norvegicus,,,,CHEMBL2806,Histone deacetylase 1,PROTEIN COMPLEX,Mus musculus
4979,1877,837,30,EC50,=,12.019860342280635,nM,7.984355758525447,,,CHEMBL76,Compound_4978,1,Protein,,311.0488545112151,5.27225115135552,0,3,7.617583149189144,8,Y,0,ACID,337.95336655609503,1,43,0,A,Homo sapiens,,,,CHEMBL405,Cyclin-dependent kinase 2,SINGLE PROTEIN,Homo sapiens
4980,2463,930,24,IC50,=,40.9426617382532,nM,7.984872120884547,,,CHEMBL643,Compound_4979,3,Small molecule,,317.9304713257207,3.996016926426433,3,4,107.20365864323202,0,N,0,BASE,348.5093441594765,0,40,0,F,,,,,CHEMBL1691,Epidermal growth factor receptor,SINGLE PROTEIN,Homo sapiens
4981,1631,167,471,EC50,=,9.64921117532889,nM,5.781217837608428,,,CHEMBL2200,Compound_4980,0,Small molecule,,436.90224910924735,7.56305099996964,11,5,105.1850490962685,7,Y,1,BASE,269.3149357234619,2,72,1,B,Homo sapiens,,,,CHEMBL1609,Histone deacetylase 1,SINGLE PROTEIN,Mus musculus
4982,288,635,201,IC50,=,76.95389270654651,nM,7.902293497537494,,,CHEMBL2639,,2,Small molecule,,341.6598108192971,2.3950481227380376,9,2,100.6257283857244,19,N,0,NEUTRAL,245.09947951289695,2,65,0,A,Rattus norvegicus,,,,CHEMBL2686,Vascular endothelial growth factor receptor 2,PROTEIN FAMILY,Homo sapiens
4983,4283,586,131,EC50,=,49.87075588703077,nM,8.99785634267792,,,CHEMBL2539,Compound_4982,0,Small molecule,,440.31685876246985,3.16799258242718,5,3,66.08488142190397,18,Y,0,NEUTRAL,377.13654513524233,1,72,0,F,Homo sapiens,,,,CHEMBL1526,Cannabinoid CB1 receptor,CELL-LINE,Homo sapiens
4984,1908,751,122,EC50,=,81.24381276946576,nM,8.881015067065317,,,CHEMBL1962,Compound_4983,4,Small molecule,,393.8586477674073,3.0999486591646477,7,3,94.81030756290725,4,Y,0,NEUTRAL,271.4381120788362,3,67,1,B,Mus musculus,,,,CHEMBL3590,Epidermal growth factor receptor,SINGLE PROTEIN,Homo sapiens
4985,1162,249,356,EC50,=,80.28068943551172,nM,9.518350157772344,,,CHEMBL252,,0,Protein,,323.6626872821367,6.394032639480022,14,1,75.32971248340301,13,Y,0,NEUTRAL,184.608813724573,1,42,0,B,,,,,CHEMBL1444,Cyclin-dependent kinase 2,PROTEIN COMPLEX,Homo sapiens
4986,130,775,432,Ki,<,12.194659682340125,nM,4.892068689434494,,,CHEMBL1749,Compound_4985,0,Small molecule,,306.7655075888068,3.5871032102465374,6,1,33.45162129338958,5,N,0,NEUTRAL,437.8013609982114,2,21,0,B,Homo sapiens,,,,CHEMBL2720,Histone deacetylase 1,SINGLE PROTEIN,Homo sapiens
4987,2364,764,327,Ki,=,0.3684997592226711,nM,5.096964585238233,,,CHEMBL375,,3,Small molecule,,297.9808016802054,1.8541885580583155,3,0,80.00473858571236,3,Y,4,ZWITTERION,306.1038914789659,4,14,0,F,Homo sapiens,,,,CHEMBL323,Epidermal growth factor receptor,SINGLE PROTEIN,Homo sapiens
4988,144,357,150,Ki,=,14.543540967333154,nM,8.261012300732823,,,CHEMBL3413,,1,Small molecule,,478.3270770530733,0.8247796851082305,11,2,11.09364607973334,19,Y,0,NEUTRAL,409.82099283979346,2,20,0,F,Rattus norvegicus,,,,CHEMBL3624,Cyclin-dependent kinase 2,SINGLE PROTEIN,
4989,16,111,14,IC50,=,32.30655482551615,nM,8.84643190655536,,,CHEMBL1008,,0,Small molecule,,224.0366495174082,-0.875995454735091,4,6,42.68018688474389,11,Y,0,NEUTRAL,370.1875030863194,4,37,1,U,Homo sapiens,,,,CHEMBL2405,Vascular endothelial growth factor receptor 2,SINGLE PROTEIN,Homo sapiens
4990,245,692,304,IC50,=,15.823876644051744,nM,8.04586040824762,,,CHEMBL153,Compound_4989,0,Small molecule,,320.20906603246334,4.890080644724701,1,5,51.16748697267779,18,N,0,ZWITTERION,216.01169210591843,3,67,0,A,Homo sapiens,,,,CHEMBL723,Serotonin transporter,SINGLE PROTEIN,Homo sapiens
4991,927,700,29,IC50,=,4.758943621526106,nM,4.857149040082616,,,CHEMBL1548,,0,Small molecule,,175.07997069101177,1.4148505620447487,1,6,78.41233044104744,9,N,0,ACID,259.03988067685395,2,15,2,B,Homo sapiens,,,,CHEMBL2790,Acetylcholinesterase,SINGLE PROTEIN,Mus musculus
4992,3179,820,50,EC50,=,240.00613062779706,nM,7.569690368936737,,,CHEMBL3888,Compound_4991,4,Small molecule,,341.9555327512172,3.527106968720611,7,3,125.92142270119362,7,Y,0,ACID,392.393951530198,1,28,0,F,Homo sapiens,,,,CHEMBL3017,Serotonin transporter,PROTEIN COMPLEX,
4993,2177,719,464,Potency,>=,4.044009418911863,nM,8.490288656029975,,,CHEMBL3146,Compound_4992,1,Small molecule,,340.00587466619174,2.057535805556214,3,7,9.50585552594346,14,N,0,ACID,160.0,2,29,0,B,Homo sapiens,,,,CHEMBL907,Cannabinoid CB1 receptor,PROTEIN COMPLEX,Homo sapiens
4994,887,234,240,Ki,=,5.122933002694797,nM,4.821883166073058,,,CHEMBL710,,0,Small molecule,,329.2615111255452,1.84668361172405,5,7,118.22826593660213,16,Y,0,ACID,290.8522583924689,4,77,1,P,Homo sapiens,,,,CHEMBL3743,Acetylcholinesterase,PROTEIN COMPLEX,Homo sapiens
4995,341,24,482,IC50,=,8.20736315798719,nM,4.33500537825591,,,CHEMBL1181,Compound_4994,0,Oligosaccharide,,451.8911942168831,2.768452976368634,7,1,93.65935272749655,5,Y,0,BASE,297.808964644386,1,42,1,B,Mus musculus,,,,CHEMBL2548,Vascular endothelial growth factor receptor 2,PROTEIN COMPLEX,Homo sapiens
4996,2052,26,394,IC50,=,11.158348511447524,nM,5.528788079329083,,,CHEMBL1245,Compound_4995,0,Small molecule,,166.5293819732603,5.044653565443436,11,3,92.27691280181295,11,Y,2,NEUTRAL,434.1756038941844,2,18,0,B,Rattus norvegicus,,,,CHEMBL3142,Epidermal growth factor receptor,SINGLE PROTEIN,Homo sapiens
4997,3399,381,455,IC50,=,6.254758217192644,nM,4.544510848329155,,,CHEMBL174,,2,Small molecule,,319.36261835800883,2.9923704013690506,0,3,55.09959749551541,0,Y,0,ACID,351.79866022385323,0,45,0,P,Homo sapiens,,,,CHEMBL3756,Acetylcholinesterase,PROTEIN FAMILY,Mus musculus
4998,3951,730,473,IC50,=,19.321030600002096,nM,4.89123627438958,,,CHEMBL4334,,0,Small molecule,,269.6773734273478,1.2186370197522134,11,0,70.00773585351762,15,Y,0,ACID,631.7503884002416,3,26,1,F,Homo sapiens,,,,CHEMBL2215,Epidermal growth factor receptor,SINGLE PROTEIN,Homo sapiens
4999,306,346,283,EC50,=,24.750022482145482,nM,5.220243924203925,,,CHEMBL4860,,2,Small molecule,,223.41496823512188,1.5476435017038388,14,4,67.3351896732002,7,Y,0,ACID,416.16957459282025,1,17,0,B,Mus musculus,,,,CHEMBL2425,Vascular endothelial growth factor receptor 2,SINGLE PROTEIN,Homo sapiens
5000,908,378,335,IC50,>=,2.930845366115439,nM,7.18415085211739,,,CHEMBL2544,Compound_4999,2,Small molecule,,394.3953641050494,1.6394341974729114,13,0,119.00879769851608,13,Y,0,NEUTRAL,311.3555021272125,2,44,1,B,Homo sapiens,,,,CHEMBL819,Cyclin-dependent kinase 2,SINGLE PROTEIN,Mus musculus
5001,2655,522,352,IC50,=,2.1791816661509436,nM,4.935151487466859,,,CHEMBL3213,Compound_5000,1,Small molecule,,376.76667097272207,1.2588043976419647,2,5,111.42330265324281,7,Y,1,ACID,346.0279795779517,3,47,0,B,Homo sapiens,Lung,,,CHEMBL2894,Cannabinoid CB1 receptor,SINGLE PROTEIN,Mus musculus
5002,3793,17,156,IC50,=,84.70810937135849,nM,7.628093023919652,,,CHEMBL181,Compound_5001,3,Small molecule,,311.2664545705075,0.3263196165554998,5,3,89.2840967029461,14,Y,1,ACID,160.0,3,65,1,P,Homo sapiens,Heart,,,CHEMBL4670,Acetylcholinesterase,SINGLE PROTEIN,Homo sapiens
5003,4043,245,137,Ki,<,18.24502044255424,nM,5.743961782559311,,,CHEMBL2358,Compound_5002,0,Small molecule,,382.5988178096562,2.528522612932464,12,7,62.12242752793433,11,Y,0,ACID,335.9545615866684,2,53,0,A,Homo sapiens,,,,CHEMBL1459,Acetylcholinesterase,SINGLE PROTEIN,Homo sapiens
5004,1372,718,327,EC50,>,149.1246796388633,nM,5.8633296927985175,,,CHEMBL2428,Compound_5003,1,Small molecule,,553.2447108352839,3.891697533905472,2,4,43.020245732622655,15,Y,0,ACID,248.4109597593516,1,21,3,B,Mus musculus,Heart,,,CHEMBL4071,Cannabinoid CB1 receptor,PROTEIN FAMILY,Homo sapiens
5005,321,770,336,Kd,=,72.27625268156673,nM,9.80439122431586,,,CHEMBL3485,Compound_5004,1,Small molecule,,433.10208563363307,3.388659912101696,5,6,43.24512410963645,0,Y,1,ACID,271.7802557886255,3,24,0,F,Homo sapiens,,,,CHEMBL3224,Histone deacetylase 1,PROTEIN FAMILY,Mus musculus
5006,4655,624,154,IC50,>=,11.13903589953534,nM,8.8309153053663,,,CHEMBL863,,0,Small molecule,,537.059747182702,2.263767488573095,9,5,113.81536515212113,5,Y,0,NEUTRAL,316.90986710944577,1,62,0,F,Homo sapiens,Lung,,,CHEMBL390,Vascular endothelial growth factor receptor 2,SINGLE PROTEIN,Homo sapiens
5007,4060,717,483,Kd,<=,47.989925570322306,nM,6.544854621945659,,,CHEMBL470,,0,Small molecule,,422.83435850064683,1.4233660670637254,7,5,115.78760684342917,4,N,0,NEUTRAL,528.2518819194541,3,28,0,B,Homo sapiens,Heart,,,CHEMBL4406,Acetylcholinesterase,PROTEIN COMPLEX,
5008,1132,539,81,EC50,>=,89.0221609026223,nM,6.6847259895185545,,,CHEMBL4826,,2,Small molecule,,444.0068308509222,2.1584572450312027,4,5,53.06577330138889,0,N,1,ACID,483.8173668024278,4,34,0,A,Homo sapiens,,,,CHEMBL883,Tyrosine-protein kinase ABL1,PROTEIN COMPLEX,Homo sapiens
5009,2579,969,87,IC50,>,4.029848187840364,nM,4.688755886433242,,,CHEMBL1804,,0,Small molecule,,317.61091158771495,3.3432661044160934,10,4,93.11828667550135,9,Y,3,ZWITTERION,280.38505221287744,2,51,0,P,Homo sapiens,Lung,,,CHEMBL2031,Matrix metalloproteinase-9,CELL-LINE,Homo sapiens
5010,4043,583,264,IC50,>,0.9368587568352365,nM,9.067249562329902,,,CHEMBL1827,,4,Small molecule,,328.7117829069749,2.762524936542479,3,2,119.19194074088587,1,N,0,NEUTRAL,160.0,2,14,0,P,Homo sapiens,Lung,,,CHEMBL1071,Dopamine D2 receptor,SINGLE PROTEIN,Homo sapiens
5011,3368,688,258,IC50,=,3.0014034752407546,nM,4.023934000030327,,,CHEMBL4653,Compound_5010,3,Small molecule,,289.0592917856856,3.1963949197301464,2,1,22.259247952074617,0,Y,0,BASE,323.18229802887674,4,54,0,B,Homo sapiens,Brain,,,CHEMBL4559,Tyrosine-protein kinase ABL1,SINGLE PROTEIN,
5012,818,202,479,EC50,>,63.18152965190754,nM,4.866883650468012,,,CHEMBL3889,Compound_5011,0,Small molecule,,200.98449568565292,0.13388242638770187,2,4,33.30562542305522,1,Y,0,ZWITTERION,206.48323900400274,3,12,0,F,Homo sapiens,,,,CHEMBL3102,Acetylcholinesterase,SINGLE PROTEIN,Mus musculus
5013,12,248,185,IC50,=,631.3439532624795,nM,7.204385341651855,,,CHEMBL970,Compound_5012,2,Small molecule,,433.5954199278601,2.5204878664928914,3,4,62.12988038120725,16,Y,0,NEUTRAL,310.51647987361065,3,29,0,F,Homo sapiens,Heart,,,CHEMBL4148,Cannabinoid CB1 receptor,PROTEIN COMPLEX,Homo sapiens
